Front (ES),Back (EN),Audio,Notes,Alternative,Reply,Type,Tags,Level
Más rápido,[Más rápido],[sound:Más_rápido_41dbbe4e.mp3],,,,basic,general,3
Más suave,[Más suave],[sound:Más_suave_fc01cf71.mp3],,,,basic,general,3
Más tardecito,Later...,[sound:Más_tardecito_1f92c61e.mp3],,,,basic,general,3
Métemelo,[Métemelo],[sound:Métemelo_ea659f64.mp3],,,,basic,general,3
Nadie te hace sentir como yo,I eat...,[sound:Nadie_te_hace_sentir_como_yo_fec83ae6.mp3],,,,basic,general,3
Necesitas algo,[Necesitas algo],[sound:Necesitas_algo_31cf950f.mp3],,,,basic,general,3
Necesito hacer ejercicio,[Necesito hacer ejercicio...],[sound:Necesito_hacer_ejercicio_e0570b19.mp3],,,,basic,general,3
Necesito un doctordoctora,[Necesito un doctordoctora...],[sound:Necesito_un_doctordoctora_84ace0de.mp3],,,,basic,general,3
Necesito una pastica,[Necesito una pastica...],[sound:Necesito_una_pastica_657ff983.mp3],,,,basic,general,3
Necesito verte,[Necesito verte],[sound:Necesito_verte_194981da.mp3],,,,basic,general,3
Nel,[Nel],[sound:Nel_26fd5c72.mp3],,,,basic,general,3
Netflix and chill,[Netflix and chill],[sound:Netflix_and_chill_f20cc08e.mp3],,,,basic,general,3
Ni de vainas,[Ni de vainas],[sound:Ni_de_vainas_8a735b4e.mp3],,,,basic,general,3
Ni por el putas,[Ni por el putas],[sound:Ni_por_el_putas_93737b2e.mp3],,,,basic,general,3
No aguanto más sin verte,I don't/No...,[sound:No_aguanto_más_sin_verte_4acf0d51.mp3],,,,basic,general,3
No busco nada serio,I don't/No...,[sound:No_busco_nada_serio_9938b18d.mp3],,,,basic,general,3
No era mi intención,I don't/No...,[sound:No_era_mi_intención_1de817d5.mp3],,,,basic,general,3
No hay afán,I don't/No...,[sound:No_hay_afán_41a511c8.mp3],,,,basic,general,3
No hay lío,No problem,[sound:No_hay_lío_4fab0b93.mp3],,,,basic,general,3
No joda,I don't/No...,[sound:No_joda_a8e0d959.mp3],,,,basic,general,3
No me digas,I don't/No...,[sound:No_me_digas_cb8111ec.mp3],,,,basic,general,3
No me merezco alguien tan especial,I don't/No...,[sound:No_me_merezco_alguien_tan_especial_66d034f6.mp3],,,,basic,general,3
No me provoques,I don't/No...,[sound:No_me_provoques_9a0c6629.mp3],,,,basic,general,3
No me sueltes,I don't/No...,[sound:No_me_sueltes_54d8905b.mp3],,,,basic,general,3
No pares,I don't/No...,[sound:No_pares_9f47222d.mp3],,,,basic,general,3
No sea sapo,I don't/No...,[sound:No_sea_sapo_751d8c92.mp3],,,,basic,general,3
No seas mico,I don't/No...,[sound:No_seas_mico_58d94a91.mp3],,,,basic,general,3
No way,I don't/No...,[sound:No_way_006e65c5.mp3],,,,basic,general,3
Normal,[Normal],[sound:Normal_2f89aeb8.mp3],,,,basic,general,3
Nos hablamos más tardecito,Later...,[sound:Nos_hablamos_más_tardecito_a9d10c09.mp3],,,,basic,general,3
Nos pueden sentar afuera o adentro,[Nos pueden sentar afuera o ade...],[sound:Nos_pueden_sentar_afuera_o_adentro_bf46f2f0.mp3],,,,basic,general,3
Nos trae agua porfa,Please (casual)...,[sound:Nos_trae_agua_porfa_10c2e061.mp3],,Por favor,,basic,general,3
Noventa,[Noventa],[sound:Noventa_2c67c8c3.mp3],,,,basic,general,3
Nunca había sentido esto,[Nunca había sentido esto...],[sound:Nunca_había_sentido_esto_647e1e98.mp3],,,,basic,general,3
Nunca te dejaré,[Nunca te dejaré],[sound:Nunca_te_dejaré_fb356ed4.mp3],,,,basic,general,3
O a la tuya,Already/Now...,[sound:O_a_la_tuya_89a68670.mp3],now/already,,,basic,general,3
Obvio,[Obvio],[sound:Obvio_4b771e33.mp3],,,,basic,general,3
Ochenta,[Ochenta],[sound:Ochenta_b87bfd44.mp3],,,,basic,general,3
Ojo ahí,[Ojo ahí],[sound:Ojo_ahí_9c94a1af.mp3],,,,basic,general,3
Otra vez,[Otra vez],[sound:Otra_vez_fd81e90f.mp3],,,,basic,general,3
Otro jugocerveza porfa,Please (casual)...,[sound:Otro_jugocerveza_porfa_834f520b.mp3],,Por favor,,basic,general,3
Pana,[Pana],[sound:Pana_6f9ddc64.mp3],,,,basic,general,3
Para compartir porfa,Please (casual)...,[sound:Para_compartir_porfa_504acff6.mp3],,Por favor,,basic,general,3
Para en la esquina,[Para en la esquina],[sound:Para_en_la_esquina_f087b267.mp3],,,,basic,general,3
Para llevar porfa,Please (casual)...,[sound:Para_llevar_porfa_86ec709a.mp3],,Por favor,,basic,general,3
Para mí lo mismo,[Para mí lo mismo],[sound:Para_mí_lo_mismo_b24e1ec7.mp3],,,,basic,general,3
Para nada,[Para nada],[sound:Para_nada_371520bd.mp3],,,,basic,general,3
Para siempre,[Para siempre],[sound:Para_siempre_400cd618.mp3],,,,basic,general,3
Parce,Buddy/Mate,[sound:Parce_28f92d83.mp3],buddy (Colombian),,,basic,slang,3
Parce suave,[buddy...],[sound:Parce_suave_4091e99d.mp3],buddy (Colombian),,,basic,slang,3
Parceroparcera,[buddy...],[sound:Parceroparcera_b9b4768c.mp3],buddy (Colombian),,,basic,slang,3
Pasado mañana,Tomorrow...,[sound:Pasado_mañana_9383dad7.mp3],,,,basic,general,3
Pasemos el rato,[Pasemos el rato],[sound:Pasemos_el_rato_734bc764.mp3],,,,basic,general,3
Pasemos la noche juntos,[Pasemos la noche juntos...],[sound:Pasemos_la_noche_juntos_d848b7b6.mp3],,,,basic,general,3
Pecado andante,[Pecado andante],[sound:Pecado_andante_f25f631f.mp3],,,,basic,general,3
Pedimos una botella o por tragos,[Pedimos una botella o por trag...],[sound:Pedimos_una_botella_o_por_tragos_ff6b75b6.mp3],,,,basic,general,3
Pensé que aguantabas más,[Pensé que aguantabas más...],[sound:Pensé_que_aguantabas_más_4f3a68bc.mp3],,,,basic,general,3
Perdí mi número de teléfono me das el tu,[Perdí mi número de teléfono me...],[sound:Perdí_mi_número_de_teléfono_me_das_el_tu_069299d3.mp3],,,,basic,general,3
Perfecto hagámoslo así,[Perfecto hagámoslo así...],[sound:Perfecto_hagámoslo_así_177414da.mp3],,,,basic,general,3
Perreemos,[Perreemos],[sound:Perreemos_ff883273.mp3],,,,basic,general,3
Perro,[Perro],[sound:Perro_f2e4ddee.mp3],,,,basic,general,3
Pica mucho,[Pica mucho],[sound:Pica_mucho_5e0f0763.mp3],,,,basic,general,3
Pidamos un Uber,[Pidamos un Uber],[sound:Pidamos_un_Uber_83002841.mp3],,,,basic,general,3
Pienso en ti desde que me desperté,[Pienso en ti desde que me desp...],[sound:Pienso_en_ti_desde_que_me_desperté_12daa8dc.mp3],,,,basic,general,3
Pienso en ti todo el día,[Pienso en ti todo el día...],[sound:Pienso_en_ti_todo_el_día_d9589600.mp3],,,,basic,general,3
Pilas con el hueco,[Pilas con el hueco],[sound:Pilas_con_el_hueco_fb22cd44.mp3],,,,basic,general,3
Piquito,[Piquito],[sound:Piquito_7c18c1d1.mp3],,,,basic,general,3
Podemos ir un ratico,[Podemos ir un ratico...],[sound:Podemos_ir_un_ratico_5ee5bc15.mp3],short while (CO),,,basic,general,3
Policía te arrestó por estar tan buenobu,[Policía te arrestó por estar t...],[sound:Policía_te_arrestó_por_estar_tan_buenobu_4be60fe8.mp3],,,,basic,general,3
Por acá,[Por acá],[sound:Por_acá_e6337f3e.mp3],,Aquí,,basic,general,3
Por ahí sí,[Por ahí sí],[sound:Por_ahí_sí_fb4b417f.mp3],,,,basic,general,3
Por supuesto,[Por supuesto],[sound:Por_supuesto_20cc1fcd.mp3],,,,basic,general,3
Preciosa,Precious/Beautiful,[sound:Preciosa_24a1aee0.mp3],,,,basic,general,3
Prefieres mañana o el viernes,Tomorrow...,[sound:Prefieres_mañana_o_el_viernes_5161fb5d.mp3],,,,basic,general,3
Prefieres que te acompañe al médico,[Prefieres que te acompañe al m...],[sound:Prefieres_que_te_acompañe_al_médico_87f5f03b.mp3],,,,basic,general,3
Prefieres que te llame o que te escriba,[Prefieres que te llame o que t...],[sound:Prefieres_que_te_llame_o_que_te_escriba_48717db8.mp3],,,,basic,general,3
Prefiero algo tranquilo,[no worries...],[sound:Prefiero_algo_tranquilo_44947e74.mp3],soften/decline,Todo bien,,basic,general,3
Prefiero verte en un lugar tranquilo,[no worries...],[sound:Prefiero_verte_en_un_lugar_tranquilo_ae2fc7b4.mp3],soften/decline,Todo bien,,basic,general,3
Preséntame porfa,Please (casual)...,[sound:Preséntame_porfa_d503785c.mp3],,Por favor,,basic,general,3
Primero,[Primero],[sound:Primero_aeecfbf6.mp3],,,,basic,general,3
Princesa,[Princesa],[sound:Princesa_5bc7db7e.mp3],,,,basic,general,3
Préndeme,[Préndeme],[sound:Préndeme_af4cc619.mp3],,,,basic,general,3
Pásame la toalla porfa,Please (casual)...,[sound:Pásame_la_toalla_porfa_618d3a5e.mp3],,Por favor,,basic,general,3
Pásate al otro lado,[Pásate al otro lado],[sound:Pásate_al_otro_lado_98ec5a69.mp3],,,,basic,general,3
Pórtate mal conmigo,[Pórtate mal conmigo],[sound:Pórtate_mal_conmigo_a8b81e8e.mp3],,,,basic,general,3
Que descanses hablamos luego,Later...,[sound:Que_descanses_hablamos_luego_67221434.mp3],,,,basic,general,3
Que descanses y sueñes conmigo,[Que descanses y sueñes conmigo...],[sound:Que_descanses_y_sueñes_conmigo_9343665b.mp3],,,,basic,general,3
Que empieces el día con buena energía,[Que empieces el día con buena ...],[sound:Que_empieces_el_día_con_buena_energía_4241ab8e.mp3],,,,basic,general,3
Que tengas una noche linda,[Que tengas una noche linda...],[sound:Que_tengas_una_noche_linda_2d70ecf9.mp3],,,,basic,general,3
Quedamos en contacto,[Quedamos en contacto...],[sound:Quedamos_en_contacto_26687864.mp3],,,,basic,general,3
Quedé muertomuerta,[Quedé muertomuerta],[sound:Quedé_muertomuerta_0d9283e2.mp3],,,,basic,general,3
Quedémonos juntos,[Quedémonos juntos],[sound:Quedémonos_juntos_da6efc2a.mp3],,,,basic,general,3
Quememos calorías,[Quememos calorías],[sound:Quememos_calorías_94570207.mp3],,,,basic,general,3
Quieres,[Quieres],[sound:Quieres_441eb542.mp3],,,,basic,general,3
Quieres agua o algo de comer,[Quieres agua o algo de comer...],[sound:Quieres_agua_o_algo_de_comer_db64c9f1.mp3],,,,basic,general,3
Quieres agua o algo suave,[Quieres agua o algo suave...],[sound:Quieres_agua_o_algo_suave_e41f4274.mp3],,,,basic,general,3
Quieres pasar,[Quieres pasar],[sound:Quieres_pasar_9a877c67.mp3],,,,basic,general,3
Quieres salir conmigo,[Quieres salir conmigo...],[sound:Quieres_salir_conmigo_699a6cc1.mp3],,,,basic,general,3
Quieres ser mi novia,[Quieres ser mi novia...],[sound:Quieres_ser_mi_novia_04e53ee7.mp3],,,,basic,general,3
Quisiera ser tu almohada para estar en t,[Quisiera ser tu almohada para ...],[sound:Quisiera_ser_tu_almohada_para_estar_en_t_0a436f15.mp3],,,,basic,general,3
Quiubo parce,[buddy...],[sound:Quiubo_parce_a1690359.mp3],buddy (Colombian),,,basic,slang,3
Qué alegría escucharte,What...,[sound:Qué_alegría_escucharte_0aa77072.mp3],,,,basic,general,3
Qué boleta,What...,[sound:Qué_boleta_2fe14727.mp3],,,,basic,general,3
Qué buena energía,What...,[sound:Qué_buena_energía_4587b416.mp3],,,,basic,general,3
Qué buscas,What...,[sound:Qué_buscas_f4a9e147.mp3],,,,basic,general,3
Qué clima tan loco,What...,[sound:Qué_clima_tan_loco_0fec4d24.mp3],,,,basic,general,3
Qué cuentas,What...,[sound:Qué_cuentas_f469ac84.mp3],,,,basic,general,3
Qué cuerpazo,What...,[sound:Qué_cuerpazo_6945635a.mp3],,,,basic,general,3
Qué cuerpo tan rico,What...,[sound:Qué_cuerpo_tan_rico_228ce151.mp3],,,,basic,general,3
Qué delicia,What...,[sound:Qué_delicia_e7031531.mp3],,,,basic,general,3
Qué gusto verte,What...,[sound:Qué_gusto_verte_228908ae.mp3],,,,basic,general,3
Qué hora es,What...,[sound:Qué_hora_es_432b6445.mp3],,,,basic,general,3
Qué hubo pues,What...,[sound:Qué_hubo_pues_f90d7f47.mp3],,,,basic,general,3
Qué jartera,What...,[sound:Qué_jartera_99ffc0d3.mp3],,,,basic,general,3
Qué mamera,What...,[sound:Qué_mamera_02eed299.mp3],,,,basic,general,3
Qué me recomiendas,What...,[sound:Qué_me_recomiendas_944a24b1.mp3],,,,basic,general,3
Qué me vas a hacer,What...,[sound:Qué_me_vas_a_hacer_bcb3f0d9.mp3],,,,basic,general,3
Qué mico,What...,[sound:Qué_mico_fa502684.mp3],,,,basic,general,3
Qué más pues,What's up then?,[sound:Qué_más_pues_5da5e149.mp3],,,,basic,general,3
Qué música te gusta,What...,[sound:Qué_música_te_gusta_dd85e1f3.mp3],,,,basic,general,3
Qué nota,What...,[sound:Qué_nota_c60c884c.mp3],,,,basic,general,3
Qué nota,What...,[sound:Qué_nota_f9cb5537.mp3],,,,basic,general,3
Qué ojos tan lindos tienes,What...,[sound:Qué_ojos_tan_lindos_tienes_6e2e1d73.mp3],,,,basic,general,3
Qué pena llego tarde,[I'm sorry / how embarrassing...],[sound:Qué_pena_llego_tarde_5eb549e2.mp3],sorry/embarrassed,,,basic,slang,3
Qué pena no entendí,[I'm sorry / how embarrassing...],[sound:Qué_pena_no_entendí_56655ea4.mp3],sorry/embarrassed,,,basic,slang,3
Qué pereza,What a drag/How lazy,[sound:Qué_pereza_a876e4b3.mp3],,,,basic,general,3
Qué plan para hoy,Today...,[sound:Qué_plan_para_hoy_7cc4c691.mp3],,,,basic,general,3
Qué quieres pedir,What...,[sound:Qué_quieres_pedir_816d3c0c.mp3],,,,basic,general,3
Qué quieres tomar,What...,[sound:Qué_quieres_tomar_f724aa7d.mp3],,,,basic,general,3
Qué quisiste decir con eso,What...,[sound:Qué_quisiste_decir_con_eso_0664e2c7.mp3],,,,basic,general,3
Qué rico,What...,[sound:Qué_rico_4e4b4b9b.mp3],,,,basic,general,3
Qué rico compartir este momento contigo,What...,[sound:Qué_rico_compartir_este_momento_contigo_3f33f814.mp3],,,,basic,general,3
Qué rico papámamá,What...,[sound:Qué_rico_papámamá_c49cb791.mp3],,,,basic,general,3
Qué rico se siente,What...,[sound:Qué_rico_se_siente_dc2071f8.mp3],,,,basic,general,3
Qué sexy eres,What...,[sound:Qué_sexy_eres_2114cb73.mp3],,,,basic,general,3
Qué significa boletachimbarecocha,[awesome...],[sound:Qué_significa_boletachimbarecocha_9c8c54d4.mp3],awesome (Colombian),,,basic,slang,3
Qué somos,What...,[sound:Qué_somos_50d61fa8.mp3],,,,basic,general,3
Qué suerte la mía,What...,[sound:Qué_suerte_la_mía_6272ea4c.mp3],,,,basic,general,3
Qué te gusta de este sitio,What...,[sound:Qué_te_gusta_de_este_sitio_7b7d9cae.mp3],,,,basic,general,3
Qué ternura la tuya,Already/Now...,[sound:Qué_ternura_la_tuya_3b9629c4.mp3],now/already,,,basic,general,3
Qué va,What...,[sound:Qué_va_40f0031a.mp3],,,,basic,general,3
Qué áspero,What...,[sound:Qué_áspero_659c01f0.mp3],,,,basic,general,3
Quédate conmigo,What...,[sound:Quédate_conmigo_1f846a7c.mp3],,,,basic,general,3
Re harto,[Re harto],[sound:Re_harto_3b366edc.mp3],,,,basic,general,3
Recién,[Recién],[sound:Recién_86f149f2.mp3],,,,basic,general,3
Recomiendas algo,[Recomiendas algo],[sound:Recomiendas_algo_29df336e.mp3],,,,basic,general,3
Reggaetón bien pegaditos,[Reggaetón bien pegaditos...],[sound:Reggaetón_bien_pegaditos_5e9a9e5f.mp3],,,,basic,general,3
Regular,[Regular],[sound:Regular_3db51983.mp3],,,,basic,general,3
Repetimos,[Repetimos],[sound:Repetimos_1d41a3d2.mp3],,,,basic,general,3
Respeto tu decisión,[Respeto tu decisión],[sound:Respeto_tu_decisión_691d5aaf.mp3],,,,basic,general,3
Salgamos a caminar solos,[Salgamos a caminar solos...],[sound:Salgamos_a_caminar_solos_12ddf66b.mp3],,,,basic,general,3
Salimos hoy,Today...,[sound:Salimos_hoy_d5726794.mp3],,,,basic,general,3
Santa no te trajo pero qué regalo,What...,[sound:Santa_no_te_trajo_pero_qué_regalo_f14fb912.mp3],,,,basic,general,3
Sedúceme,[Sedúceme],[sound:Sedúceme_eae9aa20.mp3],,,,basic,general,3
Segundo,[Segundo],[sound:Segundo_a7b569f7.mp3],,,,basic,general,3
Sesenta,[Sesenta],[sound:Sesenta_e6b457e5.mp3],,,,basic,general,3
Setenta,[Setenta],[sound:Setenta_68462c02.mp3],,,,basic,general,3
Si besarte fuera pecado caminaría feliz ,[Si besarte fuera pecado camina...],[sound:Si_besarte_fuera_pecado_caminaría_feliz__e242a65b.mp3],,,,basic,general,3
Si digo algo raro corrígeme porfa,Please (casual)...,[sound:Si_digo_algo_raro_corrígeme_porfa_b249624a.mp3],,Por favor,,basic,general,3
Si fueras lluvia yo sería Bogotá para te,[Si fueras lluvia yo sería Bogo...],[sound:Si_fueras_lluvia_yo_sería_Bogotá_para_te_4f13abb3.mp3],,,,basic,general,3
Si fueras una arepa te comería todos los,[Si fueras una arepa te comería...],[sound:Si_fueras_una_arepa_te_comería_todos_los_3418b86c.mp3],,,,basic,general,3
Si fueras una palabra estarías en el dic,[Si fueras una palabra estarías...],[sound:Si_fueras_una_palabra_estarías_en_el_dic_57e83864.mp3],,,,basic,general,3
Si la belleza fuera delito yo te daría c,[Si la belleza fuera delito yo ...],[sound:Si_la_belleza_fuera_delito_yo_te_daría_c_924462f7.mp3],,,,basic,general,3
Si quieres paso por ti,[Si quieres paso por ti...],[sound:Si_quieres_paso_por_ti_735e0b53.mp3],,,,basic,general,3
Si te sientes mal avísame de una,[for sure...],[sound:Si_te_sientes_mal_avísame_de_una_388c1ce2.mp3],immediate yes,Listo,,basic,slang,3
Si te sientes mejor hablamos esta noche,[Si te sientes mejor hablamos e...],[sound:Si_te_sientes_mejor_hablamos_esta_noche_86ed6e61.mp3],,,,basic,general,3
Siento algo bonito por ti,[Siento algo bonito por ti...],[sound:Siento_algo_bonito_por_ti_b833016d.mp3],,,,basic,general,3
Sigue así,[Sigue así],[sound:Sigue_así_382ada3b.mp3],,,,basic,general,3
Sigue de largo,[Sigue de largo],[sound:Sigue_de_largo_98a19176.mp3],,,,basic,general,3
Siguiente,[Siguiente],[sound:Siguiente_dd09909b.mp3],,,,basic,general,3
Simón,[Simón],[sound:Simón_18cea6c1.mp3],,,,basic,general,3
Sin azúcar porfa,Please (casual)...,[sound:Sin_azúcar_porfa_567c4b20.mp3],,Por favor,,basic,general,3
Sin cebolla porfa,Please (casual)...,[sound:Sin_cebolla_porfa_99dfaf5b.mp3],,Por favor,,basic,general,3
Sin compromisos,[Sin compromisos],[sound:Sin_compromisos_9f3cae21.mp3],,,,basic,general,3
Sin presiones,[Sin presiones],[sound:Sin_presiones_412d7b7f.mp3],,,,basic,general,3
Sin ti me deshidrato,[Sin ti me deshidrato...],[sound:Sin_ti_me_deshidrato_fe2c2ce7.mp3],,,,basic,general,3
Sisas,[Sisas],[sound:Sisas_cb463811.mp3],,,,basic,general,3
Sobra decir,[Sobra decir],[sound:Sobra_decir_1657f226.mp3],,,,basic,general,3
Solo míomía,[Solo míomía],[sound:Solo_míomía_44945df8.mp3],,,,basic,general,3
Somos el uno para el otro,[Somos el uno para el otro...],[sound:Somos_el_uno_para_el_otro_4c4828ad.mp3],,,,basic,general,3
Somos novios,[Somos novios],[sound:Somos_novios_369947fd.mp3],,,,basic,general,3
Son las tres,[Son las tres],[sound:Son_las_tres_410916aa.mp3],,,,basic,general,3
Su merced,[Su merced],[sound:Su_merced_450cd71e.mp3],,,,basic,general,3
Subimos,[Subimos],[sound:Subimos_0cc28ab0.mp3],,,,basic,general,3
Sudemos juntos,[Sudemos juntos],[sound:Sudemos_juntos_56706c27.mp3],,,,basic,general,3
Sácame la sed,[Sácame la sed],[sound:Sácame_la_sed_b66eb4c6.mp3],,,,basic,general,3
Sí así,[Sí así],[sound:Sí_así_e98892e1.mp3],,,,basic,general,3
Sí pilla,[Sí pilla],[sound:Sí_pilla_3e4cc2bd.mp3],,,,basic,general,3
Súbete,[Súbete],[sound:Súbete_20503842.mp3],,,,basic,general,3
Súper bien,[Súper bien],[sound:Súper_bien_ce24e23c.mp3],,,,basic,general,3
Te acompaño,[Te acompaño],[sound:Te_acompaño_316325d1.mp3],,,,basic,general,3
Te acompaño,[Te acompaño],[sound:Te_acompaño_d4f18bcb.mp3],,,,basic,general,3
Te animas a una peli,[Te animas a una peli...],[sound:Te_animas_a_una_peli_02c067f1.mp3],,,,basic,general,3
Te aviso cuando salga,[Te aviso cuando salga...],[sound:Te_aviso_cuando_salga_e21b7404.mp3],,,,basic,general,3
Te casarías conmigo,[Te casarías conmigo],[sound:Te_casarías_conmigo_1001c4cb.mp3],,,,basic,general,3
Te compro una pastica para el mareo,[Te compro una pastica para el ...],[sound:Te_compro_una_pastica_para_el_mareo_631c3047.mp3],,,,basic,general,3
Te cuido el puesto,[Te cuido el puesto],[sound:Te_cuido_el_puesto_d6791947.mp3],,,,basic,general,3
Te dolió cuando caíste del cielo,[Te dolió cuando caíste del cie...],[sound:Te_dolió_cuando_caíste_del_cielo_c1b47806.mp3],,,,basic,general,3
Te duele algo,[Te duele algo],[sound:Te_duele_algo_f7008044.mp3],,,,basic,general,3
Te entiendo no te preocupes,[Te entiendo no te preocupes...],[sound:Te_entiendo_no_te_preocupes_bfd28f9f.mp3],,,,basic,general,3
Te gusta,[Te gusta],[sound:Te_gusta_303b30e4.mp3],,,,basic,general,3
Te gusta así,[Te gusta así],[sound:Te_gusta_así_8e88512f.mp3],,,,basic,general,3
Te gustaría cenar conmigo,[Te gustaría cenar conmigo...],[sound:Te_gustaría_cenar_conmigo_13444148.mp3],,,,basic,general,3
Te gustaría ir a bailar el sábado,[Te gustaría ir a bailar el sáb...],[sound:Te_gustaría_ir_a_bailar_el_sábado_3ecdc0c7.mp3],,,,basic,general,3
Te gustó,[Te gustó],[sound:Te_gustó_c4404135.mp3],,,,basic,general,3
Te la mando ahorita,Right now...,[sound:Te_la_mando_ahorita_2923b2ac.mp3],right now (CO),,,basic,general,3
Te llevo algo de comer o tomar,[Te llevo algo de comer o tomar...],[sound:Te_llevo_algo_de_comer_o_tomar_f241bab6.mp3],,,,basic,general,3
Te mando la ubicación,Dude...,[sound:Te_mando_la_ubicación_f22dc0c9.mp3],,,,basic,general,3
Te portaste bien hoy,Today...,[sound:Te_portaste_bien_hoy_38b65374.mp3],,,,basic,general,3
Te provoca,[Te provoca],[sound:Te_provoca_28541a52.mp3],,,,basic,general,3
Te provoca un café más tarde,Later...,[sound:Te_provoca_un_café_más_tarde_cc203c8d.mp3],,,,basic,general,3
Te quedas,[Te quedas],[sound:Te_quedas_15b0a46f.mp3],,,,basic,general,3
Te quedas a dormir,[Te quedas a dormir],[sound:Te_quedas_a_dormir_f0816ff8.mp3],,,,basic,general,3
Te sientes bien,[Te sientes bien],[sound:Te_sientes_bien_883f9478.mp3],,,,basic,general,3
Te siento rico,[Te siento rico],[sound:Te_siento_rico_a34c2b69.mp3],,,,basic,general,3
Te sirve así,[Te sirve así],[sound:Te_sirve_así_f5e231f2.mp3],,,,basic,general,3
Te traigo algo para los cólicos,[Te traigo algo para los cólico...],[sound:Te_traigo_algo_para_los_cólicos_6fdc8499.mp3],,,,basic,general,3
Te veo en la entrada,[Te veo en la entrada...],[sound:Te_veo_en_la_entrada_f3379782.mp3],,,,basic,general,3
Tenemos toda la noche,[Tenemos toda la noche...],[sound:Tenemos_toda_la_noche_c1944c71.mp3],,,,basic,general,3
Tengamos hijos,[Tengamos hijos],[sound:Tengamos_hijos_497e1edc.mp3],,,,basic,general,3
Tengamos una cita,[Tengamos una cita],[sound:Tengamos_una_cita_c909da55.mp3],,,,basic,general,3
Tercero,[Tercero],[sound:Tercero_32679587.mp3],,,,basic,general,3
Tienen algo sin gluten,[Tienen algo sin gluten...],[sound:Tienen_algo_sin_gluten_177f539b.mp3],,,,basic,general,3
Tienes WiFi,[Tienes WiFi],[sound:Tienes_WiFi_c8a0a899.mp3],,,,basic,general,3
Tienes cambio,[Tienes cambio],[sound:Tienes_cambio_61417fa6.mp3],,,,basic,general,3
Tienes efectivo,[Tienes efectivo],[sound:Tienes_efectivo_2a5442f9.mp3],,,,basic,general,3
Tienes ganas,[Tienes ganas],[sound:Tienes_ganas_818154a1.mp3],,,,basic,general,3
Tienes protección,[Tienes protección],[sound:Tienes_protección_f556d571.mp3],,,,basic,general,3
Tienes señal,[Tienes señal],[sound:Tienes_señal_2fba1ecb.mp3],,,,basic,general,3
Tienes talla M,[Tienes talla M],[sound:Tienes_talla_M_5588e985.mp3],,,,basic,general,3
Tienes unos labios hermosos,[Tienes unos labios hermosos...],[sound:Tienes_unos_labios_hermosos_542d8bfb.mp3],,,,basic,general,3
Tipo seis,[Tipo seis],[sound:Tipo_seis_c52b4e43.mp3],,,,basic,general,3
Todo lo que puedas comer,[Todo lo que puedas comer...],[sound:Todo_lo_que_puedas_comer_f07af6a5.mp3],,,,basic,general,3
Toma agüita y descansa porfa,Please (casual)...,[sound:Toma_agüita_y_descansa_porfa_a6a92390.mp3],,Por favor,,basic,general,3
Tomaste café ya,Already/Now...,[sound:Tomaste_café_ya_3b8fb6ad.mp3],now/already,,,basic,general,3
Tomemos una fotico,[Tomemos una fotico],[sound:Tomemos_una_fotico_797b021e.mp3],,,,basic,general,3
Tranqui yo me encargo,[no worries...],[sound:Tranqui_yo_me_encargo_3c94a75c.mp3],soften/decline,Todo bien,,basic,general,3
Treinta,thirty,[sound:Treinta_4f00f29d.mp3],,,,basic,general,3
Tres y media,[Tres y media],[sound:Tres_y_media_fd9e9036.mp3],,,,basic,general,3
Triple,[Triple],[sound:Triple_64bbace8.mp3],,,,basic,general,3
Tu belleza es la octava maravilla del mu,[Tu belleza es la octava maravi...],[sound:Tu_belleza_es_la_octava_maravilla_del_mu_2d4c21a3.mp3],,,,basic,general,3
Tu mirada me pega más duro que el sol en,[Tu mirada me pega más duro que...],[sound:Tu_mirada_me_pega_más_duro_que_el_sol_en_0de4f406.mp3],,,,basic,general,3
Tu papá es ladrón Porque robó las estrel,[Tu papá es ladrón Porque robó ...],[sound:Tu_papá_es_ladrón_Porque_robó_las_estrel_7e459a11.mp3],,,,basic,general,3
Tu sonrisa brilla más que El Dorado,[Tu sonrisa brilla más que El D...],[sound:Tu_sonrisa_brilla_más_que_El_Dorado_cfff4d2b.mp3],,,,basic,general,3
Tu sonrisa debería venir con advertencia,[Tu sonrisa debería venir con a...],[sound:Tu_sonrisa_debería_venir_con_advertencia_a792c510.mp3],,,,basic,general,3
Tus ojos dicen demasiado,[Tus ojos dicen demasiado...],[sound:Tus_ojos_dicen_demasiado_8e3d48e8.mp3],,,,basic,general,3
Tus ojos son como el café colombiano osc,I eat...,[sound:Tus_ojos_son_como_el_café_colombiano_osc_f13f6309.mp3],,,,basic,general,3
Tus ojos tienen más magia que el Carnava,[Tus ojos tienen más magia que ...],[sound:Tus_ojos_tienen_más_magia_que_el_Carnava_57a516bd.mp3],,,,basic,general,3
Tócame,[Tócame],[sound:Tócame_1197d420.mp3],,,,basic,general,3
Tú me importas mucho,[Tú me importas mucho...],[sound:Tú_me_importas_mucho_a1876c64.mp3],informal/intimate,,,basic,general,3
Un besito,[Un besito],[sound:Un_besito_5912892c.mp3],,,,basic,general,3
Un millón,[Un millón],[sound:Un_millón_11042104.mp3],,,,basic,general,3
Un montón,[Un montón],[sound:Un_montón_6ed9bc22.mp3],,,,basic,general,3
Un poquito,[Un poquito],[sound:Un_poquito_356c786f.mp3],,,,basic,general,3
